product_id,description,sales_history,demand_target,image_path
P20843,Formal Yellow Denim Shorts,"[117.45367202625727, 148.29749279196773, 144.34728966684804, 151.78909918515, 125.94259989482711, 154.73925077445557, 128.707171525042, 135.98994801943095, 128.90973062164994, 130.86475881006092, 139.11344704503352, 124.70829086079755, 128.33267432614448, 127.15403953958852, 130.90922022247133, 134.62419190834228, 132.42000430532994, 148.77417332006522, 164.5274945186589, 143.66309308261444, 154.70757687726743, 151.69307504531542, 134.36212592795928, 106.93769914754827, 124.90533103432155, 133.36929664162352, 128.87785034521332, 116.96640043021803, 142.82934481152841, 136.4707392926703]",122.17,public/images/learning_set\blue_denim_jeans.png
P15327,Casual Pink Cotton Skirt,"[111.51640598462639, 118.96176427493741, 129.7886788997761, 105.61345021751457, 124.68237085328524, 133.66562379889993, 140.81470270360913, 119.72485733910025, 101.11594598937101, 108.53816048289198, 91.24642241783965, 105.98411313346931, 109.69768139301601, 112.57818797096277, 98.34188794652934, 126.59040524172063, 111.48479279124216, 116.9503212455891, 123.80250600997145, 117.96036616149962, 126.70534252878011, 118.00978192710487, 116.55023410857667, 105.52469772005261, 117.731738102523, 98.47054942336334, 87.1043052190653, 116.4733714771125, 111.94098101117196, 128.49125232448867]",114.54,public/images/learning_set\blue_denim_jeans.png
P72777,Vintage Blue Wool Shorts,"[410.6031523083804, 448.55740988501844, 445.48274541873656, 464.20845813092507, 454.4417758652092, 436.5138599396581, 440.1596648767464, 433.5692654968067, 419.51037987680706, 413.10685432363954, 413.5981889955248, 385.00073846843486, 403.51474924029105, 387.3335618383074, 428.104057062324, 430.2837047012027, 444.84142105177494, 435.4656835553776, 436.63323072970064, 453.33833792425673, 438.0259861977674, 431.5535185184396, 412.7662206545051, 421.8123032006706, 407.4792025637305, 409.2696706833976, 403.3281420542183, 425.1660816824786, 415.19282957739364, 431.01251867260635]",383.4,public/images/learning_set\red_leather_jacket.png
P60606,Formal Red Polyester Shorts,"[373.1759506429407, 366.8440532168222, 350.0286159640647, 377.4335360383041, 383.1406658635368, 370.5367569181618, 362.6174229685696, 365.479178067329, 363.11646858048437, 372.9503740817167, 357.95194246692165, 354.20599583800515, 360.53035623182916, 359.6712801496995, 377.4412838596416, 361.3630186914695, 364.73762462659215, 383.62437990755126, 379.504540975654, 391.7198237427095, 360.9897684887537, 381.27823560578986, 387.9516728155909, 360.967405664365, 345.4205932256563, 371.2634017631097, 360.92347895696577, 361.7789321277414, 349.6589560700839, 366.1868469725928]",367.42,public/images/learning_set\red_leather_jacket.png
P70595,Vintage Black Polyester Jeans,"[350.86487711978924, 331.62274184660123, 345.8558024522396, 351.1354804035022, 353.6661200851879, 360.9676008088039, 332.1496508780398, 333.7588637911581, 307.4902116873224, 317.2570445981928, 315.3610199678183, 311.1640440134667, 327.1725562464616, 311.517636793137, 321.94494864896984, 339.0279566942777, 349.06416106541667, 342.4264110190861, 357.5636900361637, 354.49233529501333, 349.8997864113897, 346.85944359086164, 339.61505135217595, 305.51651241624984, 318.41778619864965, 306.36619002276933, 322.52554449521364, 301.5695520135308, 314.3676458525424, 319.6919170589224]",364.44,public/images/learning_set\floral_summer_dress.png
P83841,Casual Blue Linen Skirt,"[268.09100714681887, 287.0522867033648, 286.34275939954983, 314.5989798255624, 308.851924061188, 280.97267118621704, 286.8175233490815, 271.08409762465936, 271.23015452677487, 234.11150579005013, 230.57619900486418, 210.34930343310924, 221.59943120797956, 254.49962134468785, 264.8891751846439, 287.3731760763368, 306.4617920157288, 318.8875176042436, 281.38897205096464, 301.5379790841915, 307.93300753377036, 293.8597615217818, 283.4904185335818, 250.68704706601193, 230.6073783000083, 211.76716828103068, 216.21281417073487, 238.45633174845682, 244.50022775442446, 268.7333837918452]",240.99,public/images/learning_set\blue_denim_jeans.png
P46413,Formal Pink Linen Jacket,"[267.1117724571704, 310.76599368237817, 327.7807799017056, 302.9870978987563, 304.5293358519473, 307.6895138028456, 291.64927637036624, 297.2520798877817, 281.44678650425107, 268.95469761928507, 259.39089956634353, 266.8785547279181, 278.2027541459273, 276.68467901036536, 262.8228428442152, 297.25437529790565, 296.1400485018262, 294.71332103736734, 302.5716359277056, 304.2398872574479, 320.0096198691247, 301.0785546114248, 294.49915615505904, 280.41438087251373, 261.83633319365896, 281.3126844647714, 266.9223739140301, 277.8266402450148, 276.1247365422195, 287.6037294040696]",259.4,public/images/learning_set\blue_denim_jeans.png
P21526,Casual Red Linen Skirt,"[287.62308731509734, 285.4217015099627, 319.33521593430305, 303.16093387352424, 317.7852298650338, 315.76776032715776, 291.08693616337325, 296.4882585684215, 279.9291490254324, 270.00059875895164, 250.61896329824268, 237.91654528656625, 263.11129163108194, 261.9484093344712, 270.2448247464878, 285.392640868991, 285.4844378585274, 323.7420999739955, 328.10763751987844, 320.70019959901134, 314.2806434047254, 307.0861456601041, 271.2766830667177, 256.39611850469674, 267.27935636736686, 226.97424046857918, 227.98819806170786, 293.8457428173619, 280.95963162007536, 289.1680969962959]",341.16,public/images/learning_set\blue_denim_jeans.png
P84815,Casual Red Wool Shorts,"[86.36958198629746, 89.86523494435066, 108.98423614926021, 104.0527755100879, 78.33659082756438, 83.06796879572586, 85.52024819611866, 71.10726078865741, 73.87226900488399, 54.12396542623459, 73.17444581698857, 50.93177327050592, 69.07718245545544, 64.07600031407165, 69.80279326482234, 88.93421902704807, 85.65452769389921, 85.46504162610945, 68.0946732704919, 96.30810911514796, 100.52278139175202, 86.86565926856531, 65.52931180152802, 45.53555013174861, 52.062138012738615, 61.66975237574851, 51.82984690956722, 54.629612439642216, 79.92800711290366, 85.78682948777656]",90.85,public/images/learning_set\blue_denim_jeans.png
P71256,Formal Black Polyester Jacket,"[463.51333084676946, 488.0120555712944, 491.8185086744818, 508.31280012312294, 521.3180246822295, 487.1347968056207, 497.5860157333008, 475.1316660214112, 445.30854258449375, 440.47342688504096, 416.3999221291667, 415.1369371637717, 422.6133586976666, 452.38568746690316, 453.5683810461854, 469.1132894293724, 483.07670264124, 501.10304675412124, 495.31365032536723, 519.338836700028, 500.17200840455024, 472.223533844398, 461.6733588939144, 429.0390215020559, 436.9035268006943, 422.0685775153118, 408.02053689698454, 444.9310873301208, 447.7464992114163, 469.4203969046196]",464.63,public/images/learning_set\floral_summer_dress.png
P88386,Oversized Grey Polyester Summer Dress,"[228.14704871586156, 250.62004547502133, 267.06328149505055, 265.8171661459793, 280.6622615313388, 273.0071441105807, 255.6524667052012, 253.01232640079672, 220.57516634510927, 236.77149009491725, 202.99496748362498, 215.11313222105025, 215.66758193379889, 241.0510791902322, 238.11234576894412, 242.72479158801534, 273.06124644220023, 246.410630617406, 275.6034118156383, 278.7084702889479, 268.3513384262479, 244.6896445273425, 235.64033201009718, 223.51853924782546, 230.9780064437361, 205.35913020547778, 203.56968431904048, 226.8215540993474, 224.91238287455022, 244.46237507808004]",218.07,public/images/learning_set\red_leather_jacket.png
P11098,Oversized Grey Wool Summer Dress,"[455.28132949944296, 475.9761583283856, 483.8064801965554, 501.6132365448561, 508.6797075433601, 504.2894310652384, 488.8443205998588, 450.91404021706273, 431.7547000468309, 403.86287506947264, 403.47447222633906, 402.4836550156192, 400.33085506878274, 411.4037130230532, 429.5687651925121, 465.2714190074324, 489.9165858728822, 484.9499777846562, 505.2952821263335, 479.438917590852, 462.1622989308026, 458.40003823283473, 436.94243833088194, 419.4699483904476, 406.8445604578423, 413.0672425638269, 413.4013870590834, 394.6062371113961, 428.2824638888984, 452.76094155440813]",448.77,public/images/learning_set\blue_denim_jeans.png
P59162,Formal Yellow Linen T-Shirt,"[60.287399656971566, 86.05999704291465, 94.80063899743203, 76.18198216822336, 96.65318485130052, 95.33821407408982, 78.57497601793517, 82.19878953481133, 67.88789832670544, 96.25943070523597, 78.51682852543641, 68.32977329613009, 61.67228670520875, 59.52073298627152, 84.75411557884094, 66.04991310864814, 101.68793452194421, 89.81704302122489, 93.43096552707388, 85.30806001598685, 105.97695211488505, 94.43023170846227, 89.65208074984626, 72.97563119092882, 77.252803766725, 57.07434862123188, 84.34989115230175, 86.63423357426394, 82.82186156105817, 87.05189172524412]",90.26,public/images/learning_set\floral_summer_dress.png
P14764,Slim Fit Grey Polyester Jeans,"[123.16517503329621, 100.21217368688181, 113.47316903645098, 146.56037241357666, 118.08716273737879, 108.31549750244446, 106.83281514722651, 91.38890766429847, 82.35543162261699, 63.789785793784304, 60.158172637791616, 47.707688672941266, 68.43293721684242, 74.87866637367942, 78.1264441942926, 97.6137818371794, 104.21803380043224, 119.99597369155066, 106.06707312616024, 134.47432624522983, 119.38313368254549, 95.11337605948535, 109.85698286606535, 85.35899167375075, 49.13733786053771, 47.64162784469648, 62.35259885730558, 76.6074570037966, 62.111055095193876, 75.96512099013484]",81.88,public/images/learning_set\red_leather_jacket.png
P64942,Formal Grey Polyester Sweater,"[90.51120740108696, 96.88131114673767, 105.80405426872679, 105.51286705896665, 103.31973117396215, 99.16561950605875, 112.73970249930382, 106.04825483221646, 100.5142941546759, 85.42468215183537, 89.19737527913787, 58.09412933172543, 88.1414220247368, 103.59915671501098, 70.59822372987173, 108.99308246262629, 96.90750419349574, 99.58826747481571, 97.62735030218644, 123.37979693907326, 100.68143605222822, 89.77554937863914, 94.14192164749558, 75.23362657090638, 95.3886990693406, 84.23989724203349, 69.64440510297247, 92.61153140598785, 77.6444690085101, 94.68141856926525]",112.64,public/images/learning_set\blue_denim_jeans.png
P94271,Slim Fit Blue Linen Skirt,"[87.65177521153865, 73.11618725683702, 79.21171455746034, 100.3710717158502, 94.8665206902018, 68.62615590534452, 80.3988649536577, 74.88111742867402, 68.52345031911143, 57.658423275528676, 51.19669172909783, 39.31859872531588, 52.35170310411368, 61.4553930545933, 74.17732172943451, 78.8548129639721, 89.04135460251483, 65.39972289832124, 81.88237448175133, 70.97823971660347, 49.592962427845904, 73.73783165808946, 70.98692069955692, 67.7656329317839, 46.70774737719292, 65.85965788346641, 50.79391426315947, 61.96566401933727, 73.97151565597011, 67.34515088939801]",76.22,public/images/learning_set\blue_denim_jeans.png
P62136,Modern Blue Linen Jeans,"[221.48262676248734, 233.63831936416003, 245.4815650844935, 248.42899634221027, 226.70051524106327, 240.51519458499934, 236.79105337994204, 232.83799448724028, 240.14954215987322, 221.1448993609551, 199.9240870291816, 237.08610635113584, 217.57184429529687, 223.67979588694905, 250.74263961646713, 244.49997738326368, 230.96776547376516, 234.93164143018447, 243.46118379810443, 260.5154894822762, 243.4470556247525, 243.0002925343075, 218.77620070659364, 237.3412660345831, 224.2263267781925, 235.8367289614006, 233.35650114687115, 224.15907632508018, 217.7200103214689, 261.82944998588516]",210.91,public/images/learning_set\floral_summer_dress.png
P27274,Modern Red Silk Sweater,"[158.7411034790945, 142.2311650174426, 158.89242270972022, 147.8291446978536, 145.37664405426406, 159.7710288316409, 157.86047902726094, 138.69447742544918, 125.05592451641347, 141.97072476113766, 148.0976404484799, 149.90857457865522, 139.84974773512323, 139.21626830671042, 141.28130745388196, 131.52896087510393, 171.11496285505518, 157.1308165298494, 171.23719648074754, 175.03111900812004, 155.41109550760797, 155.80012400758525, 151.69107896811505, 145.33385491774735, 127.69623498595026, 120.60128797856622, 128.16542533652498, 140.3344287424803, 141.2944919699559, 156.26165746234398]",176.94,public/images/learning_set\blue_denim_jeans.png
P73510,Vintage Grey Polyester Skirt,"[425.45481162461283, 436.98222251908925, 459.6785176560211, 452.3700230648746, 448.5950388964992, 450.0723541784781, 436.427201982578, 443.85007254086725, 410.679829223677, 401.8488875828415, 403.43970969074223, 375.2153143364949, 402.16947162693157, 407.69114443031356, 409.07523853476164, 435.3032940565645, 440.6495014665419, 436.69598505615517, 456.09771448095404, 457.72051292772886, 450.1813312099335, 446.4282416364199, 427.28132999282707, 417.0172594635136, 407.70068946325586, 401.34610632573333, 396.5677686347793, 415.91868999844894, 422.0698787303849, 429.6506707563087]",426.81,public/images/learning_set\red_leather_jacket.png
P46986,Slim Fit Pink Silk Shorts,"[232.55577783771116, 225.69394818910246, 210.1720081358015, 204.07721179909646, 231.2884374722807, 236.48142272134962, 212.62228543160774, 206.92051643184018, 219.0296930616783, 202.31747240374463, 200.402184634713, 199.95168733655473, 206.37410049727183, 209.23539202014996, 202.45208201135713, 194.5190057743944, 223.3125743753256, 233.06420237667564, 226.10446315964657, 229.83201474683318, 217.1305959437335, 210.94875694535781, 216.2868724998132, 220.58403602082242, 208.6303643928343, 212.85812014915248, 225.79434378227674, 204.64265622089025, 212.81132860760349, 219.83442512407223]",215.2,public/images/learning_set\blue_denim_jeans.png
P95769,Oversized Green Denim Jeans,"[198.3655569214707, 230.10982040900947, 233.10027306717902, 241.4456613557844, 241.61440036298004, 227.77009068866698, 246.90166394726893, 204.9246930706948, 174.76510290395402, 173.30583345140684, 144.35152140887985, 133.6601547969531, 164.57734349775043, 157.82094353023584, 191.3966024023858, 212.73143182289684, 235.97337590804472, 237.77329854845235, 244.39867154120014, 262.02936649501476, 237.2556411121185, 234.73367715019734, 191.48658935597885, 170.66146649021076, 179.0022202903566, 174.70968828905526, 155.91359224230874, 179.13016930070944, 203.56389200736763, 202.6237719838447]",202.87,public/images/learning_set\floral_summer_dress.png
P66222,Casual White Silk Summer Dress,"[455.4486930279058, 448.25542025621075, 472.1071269245114, 476.4240242077568, 475.6052539599776, 449.8092974329436, 464.8009366195449, 436.6801926465164, 451.0730703367026, 423.0305902462808, 418.9351544820077, 427.7853362816624, 420.83925081429686, 415.524358830358, 423.98759844471704, 447.01878159121935, 474.66053070564834, 473.9329369314095, 463.6630120061664, 470.8670775986938, 471.44878196828085, 451.18366696323415, 444.0808037238915, 417.0866715919732, 418.48968885713856, 394.66081700064666, 411.24441355769255, 422.1140471419074, 441.5961101626131, 440.3045573771729]",487.76,public/images/learning_set\blue_denim_jeans.png
P25226,Modern Green Linen Jacket,"[239.9107842438769, 257.41999880070654, 268.05361832015393, 262.4029920295181, 271.4457520115384, 262.02238958769607, 245.74360039471281, 229.02132288993158, 206.82030621230922, 221.1990272890218, 191.29150255455508, 193.66969506905673, 188.3538983541792, 204.99254463887962, 210.42131632157543, 254.12455379797865, 250.06165218942348, 257.5271137516173, 273.7094251304083, 256.63264944809356, 253.8423188053316, 248.29816017836936, 226.11665864361365, 215.8806774387205, 213.97313159190378, 196.67666454776995, 178.82101331721577, 198.787936791129, 217.05094348526333, 249.20156589746966]",208.3,public/images/learning_set\floral_summer_dress.png
